id_cliente,ano_mes,tipo_transacao,valor_total,qtd_transacoes,validade_inicio,validade_fim,versao
4,2023-06-01,TED,8671.4,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2023-06-01,saque,1527.21,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2023-07-01,DOC,5675.75,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2023-09-01,TED,7585.86,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2023-10-01,pagamento,1239.73,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2024-04-01,DOC,8731.64,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2024-06-01,TED,7679.28,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2024-08-01,saque,1832.43,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2024-10-01,TED,2774.36,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
4,2024-10-01,saque,1980.7,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2023-04-01,pagamento,297.91,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2023-12-01,DOC,1542.51,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-03-01,DOC,9902.58,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-04-01,DOC,9141.56,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-05-01,TED,8445.76,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-07-01,TED,9437.9,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-07-01,pagamento,6232.68,2,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-08-01,saque,1842.01,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-09-01,TED,9140.13,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2024-12-01,saque,383.03,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
5,2025-03-01,pagamento,8598.86,2,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
6,2023-04-01,saque,684.87,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
6,2023-05-01,TED,8381.08,1,2025-03-28 20:19:33.356800,2025-03-28 20:19:33.460095,1
6,2023-09-01,pagamento,3739.48,1,2025-03-28 20:19:33.356800,,1
6,2023-11-01,DOC,7848.24,1,2025-03-28 20:19:33.356800,,1
6,2024-01-01,pagamento,2153.81,1,2025-03-28 20:19:33.356800,,1
6,2024-01-01,saque,490.61,1,2025-03-28 20:19:33.356800,,1
6,2024-07-01,saque,351.45,1,2025-03-28 20:19:33.356800,,1
6,2024-08-01,pagamento,4605.21,1,2025-03-28 20:19:33.356800,,1
6,2024-09-01,TED,7197.57,1,2025-03-28 20:19:33.356800,,1
6,2024-10-01,saque,400.0,1,2025-03-28 20:19:33.356800,,1
6,2024-11-01,pagamento,2936.97,1,2025-03-28 20:19:33.356800,,1
6,2024-12-01,saque,1471.75,1,2025-03-28 20:19:33.356800,,1
7,2023-12-01,saque,1523.75,1,2025-03-28 20:19:33.356800,,1
7,2024-01-01,DOC,6601.83,1,2025-03-28 20:19:33.356800,,1
7,2024-05-01,DOC,590.47,1,2025-03-28 20:19:33.356800,,1
7,2024-05-01,saque,948.05,1,2025-03-28 20:19:33.356800,,1
7,2024-06-01,DOC,5552.64,1,2025-03-28 20:19:33.356800,,1
7,2024-08-01,TED,3906.92,1,2025-03-28 20:19:33.356800,,1
7,2024-08-01,saque,1465.03,1,2025-03-28 20:19:33.356800,,1
7,2025-02-01,DOC,4881.42,1,2025-03-28 20:19:33.356800,,1
7,2025-03-01,saque,1909.1,1,2025-03-28 20:19:33.356800,,1
8,2023-04-01,saque,1801.97,1,2025-03-28 20:19:33.356800,,1
8,2023-12-01,DOC,8309.33,2,2025-03-28 20:19:33.356800,,1
8,2024-01-01,DOC,2305.84,1,2025-03-28 20:19:33.356800,,1
8,2024-01-01,saque,1739.76,1,2025-03-28 20:19:33.356800,,1
8,2024-05-01,DOC,1045.19,1,2025-03-28 20:19:33.356800,,1
8,2024-05-01,TED,3263.59,1,2025-03-28 20:19:33.356800,,1
8,2024-06-01,DOC,7653.01,1,2025-03-28 20:19:33.356800,,1
8,2024-10-01,pagamento,4213.69,1,2025-03-28 20:19:33.356800,,1
8,2024-12-01,DOC,14352.87,2,2025-03-28 20:19:33.356800,,1
8,2025-01-01,saque,1618.26,1,2025-03-28 20:19:33.356800,,1
9,2023-04-01,saque,984.38,1,2025-03-28 20:19:33.356800,,1
9,2023-10-01,TED,6136.76,1,2025-03-28 20:19:33.356800,,1
9,2024-01-01,saque,433.3,1,2025-03-28 20:19:33.356800,,1
9,2024-02-01,DOC,9618.68,1,2025-03-28 20:19:33.356800,,1
9,2024-03-01,TED,8275.74,1,2025-03-28 20:19:33.356800,,1
9,2024-03-01,pagamento,3264.93,1,2025-03-28 20:19:33.356800,,1
9,2024-05-01,saque,1169.08,1,2025-03-28 20:19:33.356800,,1
9,2024-06-01,DOC,7240.82,1,2025-03-28 20:19:33.356800,,1
9,2024-07-01,DOC,4543.4,1,2025-03-28 20:19:33.356800,,1
9,2024-07-01,TED,13529.26,2,2025-03-28 20:19:33.356800,,1
9,2024-08-01,DOC,9594.59,1,2025-03-28 20:19:33.356800,,1
9,2024-08-01,pagamento,97.43,1,2025-03-28 20:19:33.356800,,1
9,2024-12-01,pagamento,2726.15,1,2025-03-28 20:19:33.356800,,1
10,2023-05-01,DOC,9930.66,1,2025-03-28 20:19:33.356800,,1
10,2023-06-01,DOC,6042.59,1,2025-03-28 20:19:33.356800,,1
10,2023-06-01,saque,1154.11,1,2025-03-28 20:19:33.356800,,1
10,2023-08-01,TED,15066.96,2,2025-03-28 20:19:33.356800,,1
10,2023-11-01,pagamento,1065.41,1,2025-03-28 20:19:33.356800,,1
10,2023-11-01,saque,996.46,2,2025-03-28 20:19:33.356800,,1
10,2023-12-01,DOC,5845.29,1,2025-03-28 20:19:33.356800,,1
10,2024-02-01,TED,6283.62,1,2025-03-28 20:19:33.356800,,1
10,2024-03-01,pagamento,4816.75,1,2025-03-28 20:19:33.356800,,1
10,2024-07-01,TED,3760.87,1,2025-03-28 20:19:33.356800,,1
10,2024-09-01,pagamento,3215.85,1,2025-03-28 20:19:33.356800,,1
11,2023-05-01,DOC,7519.31,1,2025-03-28 20:19:33.356800,,1
11,2023-08-01,DOC,4871.67,1,2025-03-28 20:19:33.356800,,1
11,2023-08-01,pagamento,3207.33,1,2025-03-28 20:19:33.356800,,1
11,2024-01-01,TED,8246.09,1,2025-03-28 20:19:33.356800,,1
11,2024-05-01,DOC,5196.77,1,2025-03-28 20:19:33.356800,,1
11,2024-07-01,pagamento,3768.29,1,2025-03-28 20:19:33.356800,,1
11,2024-08-01,DOC,2964.36,1,2025-03-28 20:19:33.356800,,1
11,2024-09-01,DOC,2547.78,1,2025-03-28 20:19:33.356800,,1
11,2024-10-01,pagamento,609.41,1,2025-03-28 20:19:33.356800,,1
11,2025-02-01,saque,555.28,1,2025-03-28 20:19:33.356800,,1
11,2025-03-01,DOC,4037.91,1,2025-03-28 20:19:33.356800,,1
12,2023-03-01,pagamento,3577.08,1,2025-03-28 20:19:33.356800,,1
12,2023-04-01,DOC,5345.93,1,2025-03-28 20:19:33.356800,,1
12,2023-04-01,saque,1468.25,1,2025-03-28 20:19:33.356800,,1
12,2023-06-01,pagamento,137.58,1,2025-03-28 20:19:33.356800,,1
12,2024-03-01,DOC,1294.22,1,2025-03-28 20:19:33.356800,,1
12,2024-09-01,DOC,9498.76,1,2025-03-28 20:19:33.356800,,1
12,2024-09-01,TED,2187.76,1,2025-03-28 20:19:33.356800,,1
12,2024-10-01,saque,166.29,1,2025-03-28 20:19:33.356800,,1
12,2025-02-01,TED,2218.22,1,2025-03-28 20:19:33.356800,,1
13,2023-05-01,saque,705.86,1,2025-03-28 20:19:33.356800,,1
13,2023-09-01,DOC,7181.78,1,2025-03-28 20:19:33.356800,,1
13,2023-10-01,TED,1780.18,1,2025-03-28 20:19:33.356800,,1
13,2024-03-01,TED,6150.68,1,2025-03-28 20:19:33.356800,,1
13,2024-03-01,pagamento,4498.75,1,2025-03-28 20:19:33.356800,,1
13,2024-04-01,DOC,4509.65,1,2025-03-28 20:19:33.356800,,1
13,2024-12-01,pagamento,1098.74,1,2025-03-28 20:19:33.356800,,1
13,2025-02-01,saque,1015.84,1,2025-03-28 20:19:33.356800,,1
14,2023-05-01,saque,1749.03,1,2025-03-28 20:19:33.356800,,1
14,2023-07-01,TED,7031.68,1,2025-03-28 20:19:33.356800,,1
14,2023-10-01,pagamento,1981.56,1,2025-03-28 20:19:33.356800,,1
14,2024-04-01,DOC,5295.62,1,2025-03-28 20:19:33.356800,,1
14,2024-05-01,TED,1327.11,1,2025-03-28 20:19:33.356800,,1
14,2024-05-01,saque,1898.52,1,2025-03-28 20:19:33.356800,,1
14,2024-06-01,DOC,2062.77,1,2025-03-28 20:19:33.356800,,1
14,2024-07-01,TED,1474.08,1,2025-03-28 20:19:33.356800,,1
14,2024-07-01,pagamento,4472.12,1,2025-03-28 20:19:33.356800,,1
14,2024-09-01,TED,1688.18,1,2025-03-28 20:19:33.356800,,1
14,2024-10-01,pagamento,4273.22,1,2025-03-28 20:19:33.356800,,1
14,2025-03-01,TED,8004.82,1,2025-03-28 20:19:33.356800,,1
14,2025-03-01,saque,366.71,1,2025-03-28 20:19:33.356800,,1
15,2023-03-01,DOC,9256.19,1,2025-03-28 20:19:33.356800,,1
15,2023-09-01,DOC,2707.17,1,2025-03-28 20:19:33.356800,,1
15,2023-10-01,TED,9519.77,1,2025-03-28 20:19:33.356800,,1
15,2024-02-01,pagamento,1269.5,1,2025-03-28 20:19:33.356800,,1
15,2024-05-01,pagamento,3284.55,1,2025-03-28 20:19:33.356800,,1
15,2024-06-01,saque,1829.49,1,2025-03-28 20:19:33.356800,,1
15,2024-12-01,saque,504.27,1,2025-03-28 20:19:33.356800,,1
15,2025-02-01,saque,1627.87,1,2025-03-28 20:19:33.356800,,1
16,2023-05-01,saque,1341.52,1,2025-03-28 20:19:33.356800,,1
16,2023-06-01,DOC,7807.07,1,2025-03-28 20:19:33.356800,,1
16,2023-08-01,pagamento,1561.1,1,2025-03-28 20:19:33.356800,,1
16,2024-09-01,pagamento,3828.99,1,2025-03-28 20:19:33.356800,,1
16,2024-11-01,TED,9779.94,1,2025-03-28 20:19:33.356800,,1
16,2024-12-01,pagamento,1464.74,1,2025-03-28 20:19:33.356800,,1
17,2023-10-01,DOC,3926.93,1,2025-03-28 20:19:33.356800,,1
17,2023-12-01,saque,161.58,1,2025-03-28 20:19:33.356800,,1
17,2024-03-01,TED,9820.02,1,2025-03-28 20:19:33.356800,,1
17,2024-03-01,saque,1706.99,1,2025-03-28 20:19:33.356800,,1
17,2024-05-01,TED,6933.04,1,2025-03-28 20:19:33.356800,,1
17,2024-06-01,TED,7237.99,1,2025-03-28 20:19:33.356800,,1
17,2024-07-01,TED,4946.33,1,2025-03-28 20:19:33.356800,,1
17,2024-08-01,TED,6380.68,1,2025-03-28 20:19:33.356800,,1
17,2024-09-01,saque,1773.97,1,2025-03-28 20:19:33.356800,,1
17,2024-10-01,TED,6726.0,1,2025-03-28 20:19:33.356800,,1
17,2024-10-01,pagamento,2841.92,1,2025-03-28 20:19:33.356800,,1
17,2024-10-01,saque,1899.38,1,2025-03-28 20:19:33.356800,,1
17,2024-12-01,DOC,2277.53,1,2025-03-28 20:19:33.356800,,1
17,2025-02-01,DOC,4102.53,1,2025-03-28 20:19:33.356800,,1
18,2023-05-01,TED,2004.37,1,2025-03-28 20:19:33.356800,,1
18,2023-05-01,pagamento,1002.97,1,2025-03-28 20:19:33.356800,,1
18,2023-07-01,pagamento,2981.84,1,2025-03-28 20:19:33.356800,,1
18,2023-08-01,pagamento,4458.49,1,2025-03-28 20:19:33.356800,,1
18,2023-11-01,DOC,642.1,1,2025-03-28 20:19:33.356800,,1
18,2023-11-01,saque,1461.99,1,2025-03-28 20:19:33.356800,,1
18,2024-01-01,DOC,6469.39,1,2025-03-28 20:19:33.356800,,1
18,2024-01-01,pagamento,3902.73,1,2025-03-28 20:19:33.356800,,1
18,2024-02-01,DOC,9770.0,1,2025-03-28 20:19:33.356800,,1
18,2024-02-01,TED,1907.34,1,2025-03-28 20:19:33.356800,,1
18,2024-10-01,DOC,5362.07,1,2025-03-28 20:19:33.356800,,1
18,2025-02-01,TED,886.56,1,2025-03-28 20:19:33.356800,,1
19,2023-04-01,DOC,2818.33,1,2025-03-28 20:19:33.356800,,1
19,2024-01-01,saque,140.42,1,2025-03-28 20:19:33.356800,,1
19,2024-03-01,DOC,9459.4,1,2025-03-28 20:19:33.356800,,1
19,2024-11-01,DOC,8298.83,1,2025-03-28 20:19:33.356800,,1
19,2025-01-01,saque,1544.91,1,2025-03-28 20:19:33.356800,,1
20,2023-12-01,TED,7392.25,1,2025-03-28 20:19:33.356800,,1
20,2024-07-01,saque,2389.0,2,2025-03-28 20:19:33.356800,,1
20,2024-09-01,DOC,9230.46,1,2025-03-28 20:19:33.356800,,1
20,2025-02-01,pagamento,4560.79,1,2025-03-28 20:19:33.356800,,1
21,2023-08-01,pagamento,534.95,1,2025-03-28 20:19:33.356800,,1
21,2023-09-01,saque,799.46,1,2025-03-28 20:19:33.356800,,1
21,2023-10-01,TED,3420.04,1,2025-03-28 20:19:33.356800,,1
21,2023-10-01,saque,1729.57,1,2025-03-28 20:19:33.356800,,1
21,2024-01-01,TED,4508.83,1,2025-03-28 20:19:33.356800,,1
21,2024-01-01,pagamento,1687.4,1,2025-03-28 20:19:33.356800,,1
21,2024-04-01,DOC,5987.3,1,2025-03-28 20:19:33.356800,,1
21,2024-04-01,TED,714.78,1,2025-03-28 20:19:33.356800,,1
21,2024-07-01,TED,13320.5,2,2025-03-28 20:19:33.356800,,1
21,2024-12-01,pagamento,477.73,1,2025-03-28 20:19:33.356800,,1
21,2025-02-01,DOC,2311.35,1,2025-03-28 20:19:33.356800,,1
21,2025-03-01,saque,1853.72,1,2025-03-28 20:19:33.356800,,1
22,2023-07-01,TED,7563.24,1,2025-03-28 20:19:33.356800,,1
22,2024-01-01,TED,4829.41,1,2025-03-28 20:19:33.356800,,1
22,2024-03-01,pagamento,4234.29,1,2025-03-28 20:19:33.356800,,1
22,2024-09-01,TED,9821.21,1,2025-03-28 20:19:33.356800,,1
23,2023-05-01,TED,955.75,1,2025-03-28 20:19:33.356800,,1
23,2023-10-01,pagamento,3789.14,1,2025-03-28 20:19:33.356800,,1
23,2023-11-01,DOC,1489.69,1,2025-03-28 20:19:33.356800,,1
23,2023-12-01,saque,1584.24,1,2025-03-28 20:19:33.356800,,1
23,2024-04-01,pagamento,1346.16,1,2025-03-28 20:19:33.356800,,1
23,2024-05-01,pagamento,1618.19,1,2025-03-28 20:19:33.356800,,1
23,2024-06-01,saque,434.99,1,2025-03-28 20:19:33.356800,,1
23,2024-07-01,pagamento,4149.22,1,2025-03-28 20:19:33.356800,,1
23,2025-02-01,TED,9366.36,1,2025-03-28 20:19:33.356800,,1
23,2025-03-01,DOC,5414.76,1,2025-03-28 20:19:33.356800,,1
23,2025-03-01,pagamento,2753.75,1,2025-03-28 20:19:33.356800,,1
23,2025-03-01,saque,1915.44,1,2025-03-28 20:19:33.356800,,1
24,2023-04-01,DOC,2263.34,1,2025-03-28 20:19:33.356800,,1
24,2023-05-01,TED,8347.82,1,2025-03-28 20:19:33.356800,,1
24,2023-06-01,TED,6923.42,1,2025-03-28 20:19:33.356800,,1
24,2023-07-01,TED,9227.11,1,2025-03-28 20:19:33.356800,,1
24,2023-07-01,saque,503.14,1,2025-03-28 20:19:33.356800,,1
24,2023-08-01,pagamento,3991.25,1,2025-03-28 20:19:33.356800,,1
24,2023-09-01,pagamento,4644.25,1,2025-03-28 20:19:33.356800,,1
24,2023-10-01,pagamento,4205.98,1,2025-03-28 20:19:33.356800,,1
24,2023-12-01,DOC,9735.49,1,2025-03-28 20:19:33.356800,,1
24,2023-12-01,pagamento,95.87,1,2025-03-28 20:19:33.356800,,1
24,2024-01-01,pagamento,3181.81,1,2025-03-28 20:19:33.356800,,1
24,2024-05-01,saque,1235.86,1,2025-03-28 20:19:33.356800,,1
24,2024-08-01,pagamento,3677.34,1,2025-03-28 20:19:33.356800,,1
24,2024-11-01,saque,907.54,1,2025-03-28 20:19:33.356800,,1
24,2025-03-01,DOC,8896.96,1,2025-03-28 20:19:33.356800,,1
25,2023-07-01,TED,724.15,1,2025-03-28 20:19:33.356800,,1
25,2023-08-01,DOC,7552.94,1,2025-03-28 20:19:33.356800,,1
25,2023-10-01,TED,5140.92,1,2025-03-28 20:19:33.356800,,1
25,2024-01-01,pagamento,4944.35,1,2025-03-28 20:19:33.356800,,1
25,2024-04-01,pagamento,1526.41,1,2025-03-28 20:19:33.356800,,1
25,2024-06-01,DOC,9006.34,1,2025-03-28 20:19:33.356800,,1
25,2024-10-01,DOC,3066.2,1,2025-03-28 20:19:33.356800,,1
25,2024-11-01,DOC,6835.73,1,2025-03-28 20:19:33.356800,,1
25,2024-12-01,saque,1130.3,1,2025-03-28 20:19:33.356800,,1
25,2025-02-01,pagamento,1149.06,1,2025-03-28 20:19:33.356800,,1
26,2023-04-01,pagamento,1070.39,1,2025-03-28 20:19:33.356800,,1
26,2023-06-01,saque,805.1,1,2025-03-28 20:19:33.356800,,1
26,2023-07-01,DOC,7142.37,1,2025-03-28 20:19:33.356800,,1
26,2024-08-01,DOC,7508.77,1,2025-03-28 20:19:33.356800,,1
27,2023-04-01,DOC,9606.47,2,2025-03-28 20:19:33.356800,,1
27,2023-04-01,TED,1730.76,1,2025-03-28 20:19:33.356800,,1
27,2023-06-01,TED,7739.09,1,2025-03-28 20:19:33.356800,,1
27,2023-06-01,pagamento,462.19,1,2025-03-28 20:19:33.356800,,1
27,2023-07-01,TED,5506.09,2,2025-03-28 20:19:33.356800,,1
27,2024-01-01,saque,527.53,1,2025-03-28 20:19:33.356800,,1
27,2024-08-01,TED,8674.09,1,2025-03-28 20:19:33.356800,,1
27,2024-09-01,DOC,5055.67,1,2025-03-28 20:19:33.356800,,1
27,2024-11-01,saque,1979.89,1,2025-03-28 20:19:33.356800,,1
27,2024-12-01,saque,1047.91,1,2025-03-28 20:19:33.356800,,1
27,2025-02-01,DOC,4277.31,1,2025-03-28 20:19:33.356800,,1
27,2025-02-01,TED,5750.58,1,2025-03-28 20:19:33.356800,,1
28,2023-04-01,pagamento,2838.86,1,2025-03-28 20:19:33.356800,,1
28,2023-05-01,TED,8466.1,1,2025-03-28 20:19:33.356800,,1
28,2023-06-01,TED,9079.0,1,2025-03-28 20:19:33.356800,,1
28,2023-08-01,DOC,4089.13,1,2025-03-28 20:19:33.356800,,1
28,2023-11-01,TED,7653.38,1,2025-03-28 20:19:33.356800,,1
28,2023-12-01,saque,171.87,1,2025-03-28 20:19:33.356800,,1
28,2024-01-01,saque,1013.6,2,2025-03-28 20:19:33.356800,,1
28,2024-06-01,saque,903.71,1,2025-03-28 20:19:33.356800,,1
28,2024-07-01,TED,2081.98,1,2025-03-28 20:19:33.356800,,1
28,2024-10-01,DOC,8195.05,1,2025-03-28 20:19:33.356800,,1
28,2024-12-01,saque,928.93,1,2025-03-28 20:19:33.356800,,1
28,2025-01-01,pagamento,2238.55,1,2025-03-28 20:19:33.356800,,1
28,2025-03-01,TED,7100.95,1,2025-03-28 20:19:33.356800,,1
29,2023-05-01,TED,5316.53,1,2025-03-28 20:19:33.356800,,1
29,2023-10-01,saque,1272.36,1,2025-03-28 20:19:33.356800,,1
29,2024-11-01,TED,6189.57,1,2025-03-28 20:19:33.356800,,1
29,2024-12-01,TED,8660.98,1,2025-03-28 20:19:33.356800,,1
30,2023-03-01,pagamento,302.12,1,2025-03-28 20:19:33.356800,,1
30,2023-04-01,TED,1545.78,1,2025-03-28 20:19:33.356800,,1
30,2023-04-01,saque,780.12,1,2025-03-28 20:19:33.356800,,1
30,2023-09-01,pagamento,186.64,1,2025-03-28 20:19:33.356800,,1
30,2023-10-01,DOC,3907.13,1,2025-03-28 20:19:33.356800,,1
30,2023-11-01,TED,1206.48,1,2025-03-28 20:19:33.356800,,1
30,2023-11-01,saque,918.04,1,2025-03-28 20:19:33.356800,,1
30,2024-02-01,saque,1132.25,1,2025-03-28 20:19:33.356800,,1
30,2024-03-01,saque,1244.38,1,2025-03-28 20:19:33.356800,,1
30,2024-08-01,DOC,8563.49,1,2025-03-28 20:19:33.356800,,1
30,2024-08-01,TED,7487.03,1,2025-03-28 20:19:33.356800,,1
30,2024-10-01,pagamento,2859.04,2,2025-03-28 20:19:33.356800,,1
31,2023-04-01,pagamento,1361.97,1,2025-03-28 20:19:33.356800,,1
31,2023-05-01,TED,8371.44,1,2025-03-28 20:19:33.356800,,1
31,2024-01-01,DOC,7166.07,1,2025-03-28 20:19:33.356800,,1
31,2024-01-01,saque,1467.49,1,2025-03-28 20:19:33.356800,,1
31,2024-03-01,saque,793.23,1,2025-03-28 20:19:33.356800,,1
31,2024-05-01,TED,6260.61,1,2025-03-28 20:19:33.356800,,1
31,2025-01-01,TED,3596.98,1,2025-03-28 20:19:33.356800,,1
31,2025-01-01,pagamento,4449.24,1,2025-03-28 20:19:33.356800,,1
31,2025-03-01,DOC,9171.2,1,2025-03-28 20:19:33.356800,,1
32,2023-04-01,DOC,5205.48,2,2025-03-28 20:19:33.356800,,1
32,2023-06-01,pagamento,4227.23,1,2025-03-28 20:19:33.356800,,1
32,2023-11-01,pagamento,2844.63,1,2025-03-28 20:19:33.356800,,1
32,2023-12-01,DOC,8257.9,1,2025-03-28 20:19:33.356800,,1
32,2023-12-01,TED,2391.47,1,2025-03-28 20:19:33.356800,,1
32,2024-05-01,pagamento,3304.48,1,2025-03-28 20:19:33.356800,,1
32,2024-07-01,DOC,3768.39,1,2025-03-28 20:19:33.356800,,1
32,2024-08-01,TED,2221.51,1,2025-03-28 20:19:33.356800,,1
32,2024-09-01,TED,4380.97,1,2025-03-28 20:19:33.356800,,1
32,2024-09-01,pagamento,1755.84,1,2025-03-28 20:19:33.356800,,1
32,2024-12-01,TED,9179.58,1,2025-03-28 20:19:33.356800,,1
33,2023-03-01,pagamento,3796.06,1,2025-03-28 20:19:33.356800,,1
33,2023-06-01,DOC,9368.27,1,2025-03-28 20:19:33.356800,,1
33,2023-08-01,DOC,7194.35,2,2025-03-28 20:19:33.356800,,1
33,2023-09-01,pagamento,4475.33,1,2025-03-28 20:19:33.356800,,1
33,2024-02-01,TED,4320.12,1,2025-03-28 20:19:33.356800,,1
33,2024-02-01,pagamento,147.04,1,2025-03-28 20:19:33.356800,,1
33,2024-03-01,pagamento,4138.57,1,2025-03-28 20:19:33.356800,,1
33,2024-04-01,TED,1696.03,1,2025-03-28 20:19:33.356800,,1
33,2024-04-01,saque,930.34,1,2025-03-28 20:19:33.356800,,1
33,2024-06-01,pagamento,4691.98,1,2025-03-28 20:19:33.356800,,1
33,2024-08-01,TED,2623.24,1,2025-03-28 20:19:33.356800,,1
33,2024-10-01,DOC,1131.39,1,2025-03-28 20:19:33.356800,,1
33,2024-11-01,saque,199.88,1,2025-03-28 20:19:33.356800,,1
34,2023-04-01,TED,4574.78,1,2025-03-28 20:19:33.356800,,1
34,2023-07-01,saque,1544.07,1,2025-03-28 20:19:33.356800,,1
34,2023-08-01,DOC,14744.05,2,2025-03-28 20:19:33.356800,,1
34,2023-09-01,pagamento,2999.45,1,2025-03-28 20:19:33.356800,,1
34,2023-11-01,TED,7554.52,1,2025-03-28 20:19:33.356800,,1
34,2024-02-01,TED,4367.4,1,2025-03-28 20:19:33.356800,,1
34,2024-03-01,TED,4248.43,1,2025-03-28 20:19:33.356800,,1
34,2024-04-01,saque,1550.73,1,2025-03-28 20:19:33.356800,,1
